"","ADM0_A3","scalerank","featurecla","LABELRANK","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","BRK_DIFF","NAME","NAME_LONG","BRK_A3","BRK_NAME","BRK_GROUP","ABBREV","POSTAL","FORMAL_EN","FORMAL_FR","NOTE_ADM0","NOTE_BRK","NAME_SORT","NAME_ALT","MAPCOLOR7","MAPCOLOR8","MAPCOLOR9","MAPCOLOR13","POP_EST","GDP_MD_EST","POP_YEAR","LASTCENSUS","GDP_YEAR","ECONOMY","INCOME_GRP","WIKIPEDIA","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","UN_A3","WB_A2","WB_A3","WOE_ID","WOE_ID_EH","WOE_NOTE","ADM0_A3_IS","ADM0_A3_US","ADM0_A3_UN","ADM0_A3_WB","CONTINENT","REGION_UN","SUBREGION","REGION_WB","NAME_LEN","LONG_LEN","ABBREV_LEN","TINY","HOMEPART","Country","HighIncome","OECD","SERF","GDPPC","Education","Health","Housing","Food","Work","EnrollYear","EnrollGDP","EnrollRate","EnrollAdjPerf","PrimaryYear","PrimaryGDP","PrimaryRate","PrimaryAdjPerf","ChildSurviveYear","ChildSurviveGDP","ChildSurviveRate","ChildSurviveAdjPerf","Age65Year","Age65GDP","Age65Rate","Age65AdjPerf","ContraceptiveYear","ContraceptiveGDP","ContraceptiveRate","ContraceptiveAdjPerf","SanitationYear","SanitationGDP","SanitationRate","SanitationAdjPerf","RuralImprovedH20Year","RuralImprovedH20GDP","RuralImprovedH20Rate","RuralImprovedH20AdjPerf","StuntingYear","StuntingGDP","StuntingRate","Stunting.AdjPerf","NotPoorYear","NotPoorGDP","NotPoorRate","NotPoorAdjPerf"
"91","GRC",0,"Admin-0 country",3,"Greece","GRC",0,2,"Sovereign country","Greece",0,"Greece","GRC",0,"Greece","GRC",0,"Greece","Greece","GRC","Greece",NA,"Greece","GR","Hellenic Republic",NA,NA,NA,"Greece",NA,2,2,2,9,10737428,343000,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"GR","GR","GRC","300","300","GR","GRC",23424833,23424833,"Exact WOE match as country","GRC","GRC",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",6,6,6,-99,1,"Greece",1,1,NA,24094.79419,96.08467419,NA,99.20189713,NA,NA,2014,23989.13624,105.78492,100,2013,23746.08457,97.08522034,92.16934837,2015,24094.79419,99.54,99.33550545,2014,23989.13624,88.7125056,97.71091541,NA,NA,NA,NA,2015,24094.79419,99,98.40379427,2015,24094.79419,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"92","GRD",3,"Admin-0 country",6,"Grenada","GRD",0,2,"Sovereign country","Grenada",0,"Grenada","GRD",0,"Grenada","GRD",0,"Grenada","Grenada","GRD","Grenada",NA,"Gren.","GD","Grenada",NA,NA,NA,"Grenada",NA,2,4,3,6,90739,1161,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"GJ","GD","GRD","308","308","GD","GRD",23424826,23424826,"Exact WOE match as country","GRD","GRD",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,5,-99,1,"Grenada",0,0,NA,12734.26205,90.15924636,NA,95.39564953,NA,NA,2015,12734.26205,99.78973,100,2014,12041.2442,89.43544006,80.31849272,2015,12734.26205,98.82,97.75180312,2014,12041.2442,77.68915216,84.68645293,NA,NA,NA,NA,2015,12734.26205,98,97.67599814,2015,12734.26205,95.3,93.11530092,NA,NA,NA,NA,NA,NA,NA,NA
"93","GRL",0,"Admin-0 country",3,"Denmark","DN1",1,2,"Country","Greenland",0,"Greenland","GRL",0,"Greenland","GRL",0,"Greenland","Greenland","GRL","Greenland",NA,"Grlnd.","GL","Greenland",NA,"Den.",NA,"Greenland",NA,4,1,3,12,57600,1100,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"GL","GL","GRL","304","304","GL","GRL",23424828,23424828,"Exact WOE match as country","GRL","GRL",-99,-99,"North America","Americas","Northern America","Europe & Central Asia",9,9,6,-99,-99,"Greenland",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","GTM",0,"Admin-0 country",3,"Guatemala","GTM",0,2,"Sovereign country","Guatemala",0,"Guatemala","GTM",0,"Guatemala","GTM",0,"Guatemala","Guatemala","GTM","Guatemala",NA,"Guat.","GT","Republic of Guatemala",NA,NA,NA,"Guatemala",NA,3,3,3,6,13276517,68580,-99,2002,-99,"6. Developing region","4. Lower middle income",-99,"GT","GT","GTM","320","320","GT","GTM",23424834,23424834,"Exact WOE match as country","GTM","GTM",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",9,9,5,4,1,"Guatemala",0,0,68.3733633,7252.949966,78.98587581,76.69922198,75.10947034,34.78421405,76.28803431,2013,6962.810589,68.93016052,77.4409406,2014,7106.392331,86.6244278,80.53081102,2015,7252.949966,97.09,93.31868261,2014,7106.392331,74.00615222,82.10040221,2009,6622.906311,44,54.67858113,2015,7252.949966,63.9,64.86000718,2015,7252.949966,86.8,85.3589335,2015,7252.949966,53.5,34.78421405,2014,7106.392331,75.95,76.28803431
"95","GUM",5,"Admin-0 country",6,"United States of America","US1",1,2,"Dependency","Guam",0,"Guam","GUM",0,"Guam","GUM",0,"Guam","Guam","GUM","Guam",NA,"Guam","GU","Territory of Guam",NA,"U.S.A.",NA,"Guam",NA,4,5,1,1,178430,2500,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"GQ","GU","GUM","316","316","GU","GUM",23424832,23424832,"Exact WOE match as country","GUM","GUM",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",4,4,4,2,-99,"Guam",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","GUY",0,"Admin-0 country",4,"Guyana","GUY",0,2,"Sovereign country","Guyana",0,"Guyana","GUY",0,"Guyana","GUY",0,"Guyana","Guyana","GUY","Guyana",NA,"Guy.","GY","Co-operative Republic of Guyana",NA,NA,NA,"Guyana",NA,3,1,4,8,772298,2966,-99,2002,-99,"6. Developing region","4. Lower middle income",-99,"GY","GY","GUY","328","328","GY","GUY",23424836,23424836,"Exact WOE match as country","GUY","GUY",-99,-99,"South America","Americas","South America","Latin America & Caribbean",6,6,4,-99,1,"Guyana",0,0,NA,7064.450025,78.06621221,70.62187,91.61616239,88.43354508,NA,2012,6348.666915,68.53813934,78.04250258,2012,6348.666915,84.07089233,78.08992183,2015,7064.450025,96.06,90.07829915,2014,6886.960283,66.42227715,71.5388947,2009,5560.188129,40,50.24841617,2015,7064.450025,83.7,85.10684188,2015,7064.450025,98.3,98.1254829,2014,6886.960283,88,88.43354508,NA,NA,NA,NA
"97","HKG",0,"Admin-0 country",4,"China","CH1",1,2,"Country","Hong Kong S.A.R.",0,"Hong Kong S.A.R.","HKG",0,"Hong Kong S.A.R.","HKG",0,"Hong Kong","Hong Kong","HKG","Hong Kong",NA,"H.K.","HK","Hong Kong Special Administrative Region, PRC",NA,"China",NA,"Hong Kong SAR, China",NA,4,4,4,3,7061200,351119,2010,2006,2011,"6. Developing region","2. High income: nonOECD",0,"HK","HK","HKG","344","344","HK","HKG",24865698,24865698,"Exact WOE match as country","HKG","HKG",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",9,9,4,-99,-99,"Hong Kong SAR, China",1,0,NA,53462.863,93.06374806,NA,NA,NA,NA,2014,52652.32438,93.13606262,88.38985294,2014,52652.32438,99.44406128,97.73764317,NA,NA,NA,NA,2014,52652.32438,92.11833552,100,2007,45937.44253,75.4,89.39269383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","HMD",5,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Heard Island and McDonald Islands",0,"Heard Island and McDonald Islands","HMD",0,"Heard Island and McDonald Islands","HMD",0,"Heard I. and McDonald Is.","Heard I. and McDonald Islands","HMD","Heard I. and McDonald Is.",NA,"H.M.Is.","HM","Territory of Heard Island and McDonald Islands",NA,"Auz.",NA,"Heard Island and McDonald Islands",NA,1,2,2,7,-99,-99,-99,-99,-99,"7. Least developed region","5. Low income",-99,"HM","HM","HMD","334","-099","-99","-99",28289411,28289411,"Exact WOE match as country","HMD","HMD",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Sub-Saharan Africa",25,29,7,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","HND",0,"Admin-0 country",5,"Honduras","HND",0,2,"Sovereign country","Honduras",0,"Honduras","HND",0,"Honduras","HND",0,"Honduras","Honduras","HND","Honduras",NA,"Hond.","HN","Republic of Honduras",NA,NA,NA,"Honduras",NA,2,5,2,5,7792854,33720,-99,2001,-99,"6. Developing region","4. Lower middle income",-99,"HO","HN","HND","340","340","HN","HND",23424841,23424841,"Exact WOE match as country","HND","HND",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",8,8,5,-99,1,"Honduras",0,0,81.43539198,4785.444354,85.26487945,89.3681063,85.74104647,74.53516731,72.26776037,2014,4682.99035,68.9246521,81.76644986,2014,4682.99035,90.7219696,88.76330904,2015,4785.444354,97.96,97.44294257,2014,4682.99035,76.61371752,89.28813023,2012,4548.312844,63.8,81.37324608,2015,4785.444354,82.6,86.78425922,2015,4785.444354,83.8,84.69783371,2012,4548.312844,77.29999924,74.53516731,2014,4682.99035,68.79,72.26776037
"100","HRV",0,"Admin-0 country",6,"Croatia","HRV",0,2,"Sovereign country","Croatia",0,"Croatia","HRV",0,"Croatia","HRV",0,"Croatia","Croatia","HRV","Croatia",NA,"Cro.","HR","Republic of Croatia",NA,NA,NA,"Croatia",NA,5,4,5,1,4489409,82390,-99,2011,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"HR","HR","HRV","191","191","HR","HRV",23424843,23424843,"Exact WOE match as country","HRV","HRV",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",7,7,4,-99,1,"Croatia",1,0,NA,20663.92949,89.21578371,NA,97.50943935,NA,96.3402722,2014,20162.7389,89.90434265,89.1990987,2014,20162.7389,95.61401367,89.23246873,2015,20663.92949,99.57,99.55963244,2014,20162.7389,84.52074044,92.45150152,NA,NA,NA,NA,2015,20663.92949,97,95.58438193,2015,20663.92949,99.7,99.43449677,NA,NA,NA,NA,2012,20313.48265,97.76,96.3402722
"101","HTI",0,"Admin-0 country",5,"Haiti","HTI",0,2,"Sovereign country","Haiti",0,"Haiti","HTI",0,"Haiti","HTI",0,"Haiti","Haiti","HTI","Haiti",NA,"Haiti","HT","Republic of Haiti",NA,NA,NA,"Haiti",NA,2,1,7,2,9035536,11500,-99,2003,-99,"7. Least developed region","5. Low income",-99,"HA","HT","HTI","332","332","HT","HTI",23424839,23424839,"Exact WOE match as country","HTI","HTI",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",5,5,5,-99,1,"Haiti",0,0,NA,1650.59349,NA,74.06148059,45.25483214,95.6325542,41.3586543,NA,NA,NA,NA,NA,NA,NA,NA,2015,1650.59349,93.1,88.48951059,2014,1652.709002,61.75700074,86.3218353,2012,1584.891307,31.3,47.37309589,2015,1650.59349,27.6,36.0664594,2015,1650.59349,47.6,54.44320489,2012,1584.891307,78.10000038,95.6325542,2012,1584.891307,29.01,41.3586543
"102","HUN",0,"Admin-0 country",5,"Hungary","HUN",0,2,"Sovereign country","Hungary",0,"Hungary","HUN",0,"Hungary","HUN",0,"Hungary","Hungary","HUN","Hungary",NA,"Hun.","HU","Republic of Hungary",NA,NA,NA,"Hungary",NA,4,6,1,5,9905596,196600,-99,2001,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"HU","HU","HUN","348","348","HU","HUN",23424844,23424844,"Exact WOE match as country","HUN","HUN",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",7,7,4,-99,1,"Hungary",1,1,NA,24831.34606,89.85688036,NA,98.3848788,NA,99.10143162,2015,24831.34606,90.17017,88.39765407,2014,24016.30038,96.77620697,91.31610664,2015,24831.34606,99.41,98.90306106,2014,24016.30038,77.63369029,82.82123215,NA,NA,NA,NA,2015,24831.34606,98,96.7697576,2015,24831.34606,100,100,NA,NA,NA,NA,2012,22480.74622,99.48,99.10143162
"103","IDN",0,"Admin-0 country",2,"Indonesia","IDN",0,2,"Sovereign country","Indonesia",0,"Indonesia","IDN",0,"Indonesia","IDN",0,"Indonesia","Indonesia","IDN","Indonesia",NA,"Indo.","INDO","Republic of Indonesia",NA,NA,NA,"Indonesia",NA,6,6,6,11,240271522,914600,-99,2010,-99,"4. Emerging region: MIKT","4. Lower middle income",-99,"ID","ID","IDN","360","360","ID","IDN",23424846,23424846,"Exact WOE match as country","IDN","IDN",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",9,9,5,-99,1,"Indonesia",0,0,69.27452848,10385.32332,90.98713602,80.18644987,66.41986439,49.57115122,59.20804091,2014,10031.32195,77.09169769,81.97427203,2014,10031.32195,102.8928909,100,2015,10385.32332,97.28,93.18234431,2014,10031.32195,71.29050761,76.56706757,2012,9282.706005,57.9,70.80993772,2015,10385.32332,60.8,59.2734193,2015,10385.32332,79.5,73.56630949,2013,9672.59543,63.59999847,49.57115122,2014,10031.32195,63.56,59.20804091
"104","IMN",6,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Country","Isle of Man",0,"Isle of Man","IMN",0,"Isle of Man","IMN",0,"Isle of Man","Isle of Man","IMN","Isle of Man",NA,"IoMan","IM",NA,NA,"U.K. crown dependency",NA,"Isle of Man",NA,6,6,6,3,76512,2719,-99,2006,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"IM","IM","IMN","833","833","IM","IMY",23424847,23424847,"Exact WOE match as country","IMN","IMN",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",11,11,5,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","IND",0,"Admin-0 country",2,"India","IND",0,2,"Sovereign country","India",0,"India","IND",0,"India","IND",0,"India","India","IND","India",NA,"India","IND","Republic of India",NA,NA,NA,"India",NA,1,3,2,2,1166079217,3297000,-99,2011,-99,"3. Emerging region: BRIC","4. Lower middle income",-99,"IN","IN","IND","356","356","IN","IND",23424848,23424848,"Exact WOE match as country","IND","IND",-99,-99,"Asia","Asia","Southern Asia","South Asia",5,5,5,-99,1,"India",0,0,64.78074992,5729.777238,88.85329542,76.09284432,66.78351862,47.94700107,44.22709019,2014,5391.694148,70.84213,82.51902298,2013,5089.580706,96.20903778,95.18756786,2015,5729.777238,95.23,87.97254466,2014,5391.694148,69.71465399,77.90137861,2008,3786.750098,48.1,62.4046097,2015,5729.777238,39.6,40.91025828,2015,5729.777238,92.6,92.65677895,2014,5391.694148,61.29999924,47.94700107,2011,4634.945162,42.04,44.22709019
"106","IOA",5,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Indian Ocean Territories",0,"Indian Ocean Territories","IOA",0,"Indian Ocean Territories","IOA",0,"Indian Ocean Ter.","Indian Ocean Territories","IOA","Indian Ocean Ter.",NA,"Ind. Oc. Ter.","IOT",NA,NA,"Auz.",NA,"Indian Ocean Territories",NA,1,2,2,7,2069,31.04,-99,-99,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"-99","-99","-99","-99","-099","-99","-99",-90,23424869,"Grouping of Christmas Island (23424869) and Cocos or Keeling Islands (23424784)","AUS","AUS",-99,-99,"Asia","Seven seas (open ocean)","Seven seas (open ocean)","East Asia & Pacific",17,24,13,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","IOT",5,"Admin-0 country",5,"United Kingdom","GB1",1,2,"Dependency","British Indian Ocean Territory",0,"British Indian Ocean Territory","IOT",0,"British Indian Ocean Territory","IOT",1,"Br. Indian Ocean Ter.","British Indian Ocean Territory","B69","Br. Indian Ocean Ter.",NA,"I.O.T.","IO",NA,NA,"U.K.","Admin. by U.K.; Claimed by Mauritius and Seychelles","British Indian Ocean Territory",NA,6,6,6,3,4000,160,-99,-99,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"IO","IO","IOT","086","-099","-99","-99",23424849,23424849,"Exact WOE match as country","IOT","IOT",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Sub-Saharan Africa",21,30,6,5,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","IRL",0,"Admin-0 country",3,"Ireland","IRL",0,2,"Sovereign country","Ireland",0,"Ireland","IRL",0,"Ireland","IRL",0,"Ireland","Ireland","IRL","Ireland",NA,"Ire.","IRL","Ireland",NA,NA,NA,"Ireland",NA,2,3,2,2,4203200,188400,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"EI","IE","IRL","372","372","IE","IRL",23424803,23424803,"Exact WOE match as country","IRL","IRL",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,4,-99,1,"Ireland",1,1,NA,61378.36025,NA,89.97101532,85.25252945,NA,NA,2014,48885.61981,107.91864,100,NA,NA,NA,NA,2015,61378.36025,99.64,99.1779711,2014,48885.61981,89.69928679,97.97482807,2005,48918.86291,61.4,72.76024678,2015,61378.36025,90.5,77.48607283,2015,61378.36025,97.8,93.01898607,NA,NA,NA,NA,NA,NA,NA,NA
"109","IRN",0,"Admin-0 country",2,"Iran","IRN",0,2,"Sovereign country","Iran",0,"Iran","IRN",0,"Iran","IRN",0,"Iran","Iran","IRN","Iran",NA,"Iran","IRN","Islamic Republic of Iran",NA,NA,NA,"Iran, Islamic Rep.",NA,4,3,4,13,66429284,841700,-99,2006,-99,"5. Emerging region: G20","3. Upper middle income",-99,"IR","IR","IRN","364","364","IR","IRN",23424851,23424851,"Exact WOE match as country","IRN","IRN",-99,-99,"Asia","Asia","Southern Asia","Middle East & North Africa",4,4,4,-99,1,"Iran, Islamic Rep.",0,0,NA,NA,93.88871375,86.14620052,86.93904218,NA,99.03678244,2014,16507.02425,87.53386688,87.77742749,2012,16548.94277,102.1859283,100,2014,16507.02425,98.39,96.05987498,2014,16507.02425,85.2575436,93.97485802,2011,17949.24442,57,68.40386855,2014,16507.02425,89.9,86.84081483,2014,16507.02425,92.1,87.03726953,NA,NA,NA,NA,2013,16023.154,99.34,99.03678244
"110","IRQ",0,"Admin-0 country",3,"Iraq","IRQ",0,2,"Sovereign country","Iraq",0,"Iraq","IRQ",0,"Iraq","IRQ",0,"Iraq","Iraq","IRQ","Iraq",NA,"Iraq","IRQ","Republic of Iraq",NA,NA,NA,"Iraq",NA,1,4,3,1,31129225,103900,-99,1997,-99,"6. Developing region","4. Lower middle income",-99,"IZ","IQ","IRQ","368","368","IQ","IRQ",23424855,23424855,"Exact WOE match as country","IRQ","IRQ",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",4,4,4,-99,1,"Iraq",0,0,NA,14458.85354,NA,69.71943294,69.76562265,69.63899526,NA,NA,NA,NA,NA,2007,11561.8056,66.65807343,45.833623,2015,14458.85354,96.8,91.18243865,2014,14492.6248,72.76574071,77.36073311,2011,13203.0478,33.6,40.61512704,2015,14458.85354,85.6,82.46160598,2015,14458.85354,70.1,57.06963931,2011,13203.0478,77.39999962,69.63899526,NA,NA,NA,NA
"111","ISL",0,"Admin-0 country",3,"Iceland","ISL",0,2,"Sovereign country","Iceland",0,"Iceland","ISL",0,"Iceland","ISL",0,"Iceland","Iceland","ISL","Iceland",NA,"Iceland","IS","Republic of Iceland",NA,NA,NA,"Iceland",NA,1,4,4,9,306694,12710,-99,-99,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"IC","IS","ISL","352","352","IS","ISL",23424845,23424845,"Exact WOE match as country","ISL","ISL",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",7,7,7,-99,1,"Iceland",1,1,NA,42324.56007,95.34193922,NA,98.73540459,NA,NA,2013,40853.88289,102.55985,100,2012,39695.61784,97.29351044,90.68387844,2015,42324.56007,99.8,99.81719536,2014,41139.90586,91.96653195,100,NA,NA,NA,NA,2015,42324.56007,98.8,97.47080918,2015,42324.56007,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"112","ISR",0,"Admin-0 country",4,"Israel","IS1",1,2,"Country","Israel",0,"Israel","ISR",0,"Israel","ISR",0,"Israel","Israel","ISR","Israel",NA,"Isr.","IS","State of Israel",NA,NA,NA,"Israel",NA,3,2,5,9,7233701,201400,-99,2009,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"-99","IL","ISR","376","376","IL","ISR",23424852,23424852,"Exact WOE match as country","ISR","ISR",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",6,6,4,-99,1,"Israel",1,1,NA,31970.68889,96.03796534,NA,100,NA,NA,2014,31812.62875,94.06388855,92.07593069,2014,31812.62875,102.3713226,100,2015,31970.68889,99.6,99.33256033,2014,31812.62875,90.73542519,99.90631622,NA,NA,NA,NA,2015,31970.68889,100,100,2015,31970.68889,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"113","ITA",0,"Admin-0 country",2,"Italy","ITA",0,2,"Sovereign country","Italy",0,"Italy","ITA",0,"Italy","ITA",0,"Italy","Italy","ITA","Italy",NA,"Italy","I","Italian Republic",NA,NA,NA,"Italy",NA,6,7,8,7,58126212,1823000,-99,2012,-99,"1. Developed region: G7","1. High income: OECD",-99,"IT","IT","ITA","380","380","IT","ITA",23424853,23424853,"Exact WOE match as country","ITA","ITA",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",5,5,5,-99,1,"Italy",1,1,NA,34219.76149,93.87749706,NA,99.52408711,NA,NA,2014,33938.45961,91.05167,87.75499411,2013,34219.83292,100.0496063,100,2015,34219.76149,99.65,99.45117182,2014,33938.45961,91.43136021,100,NA,NA,NA,NA,2015,34219.76149,99.5,99.04817422,2015,34219.76149,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"114","JAM",1,"Admin-0 country",4,"Jamaica","JAM",0,2,"Sovereign country","Jamaica",0,"Jamaica","JAM",0,"Jamaica","JAM",0,"Jamaica","Jamaica","JAM","Jamaica",NA,"Jam.","J","Jamaica",NA,NA,NA,"Jamaica",NA,1,2,4,10,2825928,20910,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"JM","JM","JAM","388","388","JM","JAM",23424858,23424858,"Exact WOE match as country","JAM","JAM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",7,7,4,-99,1,"Jamaica",0,0,NA,8333.484528,NA,90.53987658,84.87934056,97.08173339,91.29337696,NA,NA,NA,NA,NA,NA,NA,NA,2015,8333.484528,98.43,97.28256807,2014,8281.007192,80.5033203,90.3266333,2009,8376.293353,68.4,84.01042837,2015,8333.484528,81.8,82.32680732,2015,8333.484528,89.4,87.4318738,2012,8242.897343,94.30000019,97.08173339,2004,8588.848967,91.84,91.29337696
"115","JEY",5,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Country","Jersey",0,"Jersey","JEY",0,"Jersey","JEY",0,"Jersey","Jersey","JEY","Jersey","Channel Islands","Jey.","JE","Bailiwick of Jersey",NA,"U.K. crown dependency",NA,"Jersey",NA,6,6,6,3,91626,5100,-99,2001,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"JE","JE","JEY","832","832","JG","CHI",23424857,23424857,"Exact WOE match as country","JEY","JEY",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","JOR",0,"Admin-0 country",4,"Jordan","JOR",0,2,"Sovereign country","Jordan",0,"Jordan","JOR",0,"Jordan","JOR",0,"Jordan","Jordan","JOR","Jordan",NA,"Jord.","J","Hashemite Kingdom of Jordan",NA,NA,NA,"Jordan",NA,5,3,4,4,6342948,31610,-99,2004,-99,"6. Developing region","3. Upper middle income",-99,"JO","JO","JOR","400","400","JO","JOR",23424860,23424860,"Exact WOE match as country","JOR","JOR",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",6,6,5,-99,1,"Jordan",0,0,NA,10239.6643,78.49072734,79.2397904,94.220002,92.80545507,NA,2012,10243.48484,76.40460205,80.99187152,2011,10324.44669,85.97956848,75.98958316,2015,10239.6643,98.21,96.16718141,2014,10242.04049,81.06923968,90.01164485,2012,10243.48484,42.3,51.54054495,2015,10239.6643,98.6,98.53925814,2015,10239.6643,92.3,89.90074587,2012,10243.48484,92.19999981,92.80545507,NA,NA,NA,NA
"117","JPN",0,"Admin-0 country",2,"Japan","JPN",0,2,"Sovereign country","Japan",0,"Japan","JPN",0,"Japan","JPN",0,"Japan","Japan","JPN","Japan",NA,"Japan","J","Japan",NA,NA,NA,"Japan",NA,5,3,5,4,127078679,4329000,-99,2010,-99,"1. Developed region: G7","1. High income: OECD",-99,"JA","JP","JPN","392","392","JP","JPN",23424856,23424856,"Exact WOE match as country","JPN","JPN",-99,-99,"Asia","Asia","Eastern Asia","East Asia & Pacific",5,5,5,-99,1,"Japan",1,1,NA,37872.46177,92.75213456,84.13037482,100,88.59879928,NA,2014,37365.18222,89.84247,85.50426912,2012,36386.82246,102.0557022,100,2015,37872.46177,99.73,99.6495979,2014,37365.18222,90.97104633,99.98404423,2005,35658.19236,44.4,52.75748233,2015,37872.46177,100,100,2015,37872.46177,100,100,2010,35749.77121,92.9000001,88.59879928,NA,NA,NA,NA
"118","KAB",0,"Admin-0 country",5,"Kazakhstan","KAZ",1,2,"Lease","Baykonur Cosmodrome",0,"Baykonur Cosmodrome","KAB",0,"Baykonur Cosmodrome","KAB",1,"Baikonur","Baikonur Cosmodrome","B40","Baykonur",NA,"Bayk.","BK",NA,NA,"Leased by Russia","Leased to Russia by Kazakhstan","Baikonur Cosmodrome","Baykonur Cosmodrome",6,1,6,1,70000,1155,-99,-99,-99,"2. Developed region: nonG7","3. Upper middle income",0,"-99","-99","-99","-99","-099","-99","-99",-90,20070177,"A subunit of Kazakhstan in WOE.","KAZ","KAB",-99,-99,"Asia","Asia","Central Asia","Europe & Central Asia",8,19,5,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
